,Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-raw-W,HD-1,HD-2,Num-neighbor-1,Num-neighbor-2
1449,支,点,支點,支点,4.0,17.0,11697.0,128025.0,188.0,11,0.0,0.0,0.0
1495,方,位,方位,方位,4.0,7.0,52743.0,31427.0,241.0,4,0.0,0.0,0.0
1508,日,元,日元,日元,4.0,4.0,23151.0,8765.0,101.0,1,0.0,0.0,0.0
1514,日,前,日前,日前,4.0,9.0,23151.0,75236.0,29.0,1,0.0,0.0,0.0
1518,日,益,日益,日益,4.0,10.0,23151.0,1750.0,67.0,1,0.0,0.0,0.0
1531,日,历,日曆,日历,4.0,16.0,23151.0,8856.0,169.0,1,0.0,0.0,0.0
1546,月,息,月息,月息,4.0,10.0,16675.0,19106.0,,9,0.0,0.0,0.0
1552,月,饼,月餅,月饼,4.0,14.0,16675.0,4137.0,2.0,9,0.0,0.0,0.0
1556,木,片,木片,木片,4.0,4.0,4924.0,21431.0,,12,0.0,0.0,0.0
1564,木,屋,木屋,木屋,4.0,9.0,4924.0,6385.0,197.0,12,0.0,0.0,0.0
1570,木,料,木料,木料,4.0,10.0,4924.0,8527.0,25.0,12,0.0,0.0,0.0
1576,木,桶,木桶,木桶,4.0,11.0,4924.0,1435.0,19.0,12,0.0,0.0,0.0
1577,木,条,木條,木条,4.0,11.0,4924.0,18134.0,3.0,12,0.0,0.0,0.0
1587,木,筏,木筏,木筏,4.0,12.0,4924.0,77.0,26.0,12,0.0,0.0,0.0
1593,木,箱,木箱,木箱,4.0,15.0,4924.0,5936.0,29.0,12,0.0,0.0,0.0
1627,比,较,比較,比较,4.0,13.0,51838.0,4137.0,3388.0,5,0.0,0.0,0.0
1633,比,拟,比擬,比拟,4.0,17.0,51838.0,588.0,10.0,5,0.0,0.0,0.0
1650,毛,虫,毛蟲,毛虫,4.0,18.0,6487.0,3228.0,22.0,5,0.0,0.0,0.0
1659,水,平,水平,水平,4.0,5.0,21793.0,14739.0,913.0,1,0.0,0.0,0.0
1682,水,彩,水彩,水彩,4.0,11.0,21793.0,5381.0,,1,0.0,0.0,0.0
1683,水,患,水患,水患,4.0,11.0,21793.0,1540.0,1.0,1,0.0,0.0,0.0
1685,水,深,水深,水深,4.0,11.0,21793.0,8271.0,22.0,1,0.0,0.0,0.0
1688,水,鸟,水鳥,水鸟,4.0,11.0,21793.0,3408.0,,1,0.0,0.0,0.0
1701,水,温,水溫,水温,4.0,13.0,21793.0,4828.0,25.0,1,0.0,0.0,0.0
1704,水,闸,水閘,水闸,4.0,13.0,21793.0,189.0,8.0,1,0.0,0.0,0.0
1705,水,枪,水槍,水枪,4.0,14.0,21793.0,21732.0,30.0,1,0.0,0.0,0.0
1707,水,管,水管,水管,4.0,14.0,21793.0,29106.0,308.0,1,0.0,0.0,0.0
1708,水,饺,水餃,水饺,4.0,14.0,21793.0,90.0,7.0,1,0.0,0.0,0.0
1721,火,光,火光,火光,4.0,6.0,18479.0,17286.0,38.0,3,0.0,0.0,0.0
1723,火,坑,火坑,火坑,4.0,7.0,18479.0,574.0,33.0,3,0.0,0.0,0.0
1725,火,灾,火災,火灾,4.0,7.0,18479.0,1870.0,605.0,3,0.0,0.0,0.0
1743,火,速,火速,火速,4.0,11.0,18479.0,6275.0,26.0,3,0.0,0.0,0.0
1754,火,烧,火燒,火烧,4.0,16.0,18479.0,5192.0,103.0,3,0.0,0.0,0.0
1776,片,场,片場,片场,4.0,12.0,21431.0,34746.0,,3,0.0,0.0,0.0
1788,牙,签,牙籤,牙签,4.0,23.0,6365.0,5898.0,73.0,5,0.0,0.0,0.0
1791,牛,扒,牛扒,牛扒,4.0,5.0,7043.0,240.0,,1,0.0,0.0,0.0
1803,牛,群,牛群,牛群,4.0,13.0,7043.0,4880.0,49.0,1,0.0,0.0,0.0
1826,且,慢,且慢,且慢,5.0,14.0,24774.0,8810.0,67.0,1,0.0,0.0,0.0
1856,主,角,主角,主角,5.0,7.0,28628.0,8735.0,791.0,7,0.0,0.0,0.0
1870,主,唱,主唱,主唱,5.0,11.0,28628.0,11922.0,,7,0.0,0.0,0.0
1875,主,教,主教,主教,5.0,11.0,28628.0,21768.0,337.0,7,0.0,0.0,0.0
1891,主,战,主戰,主战,5.0,16.0,28628.0,18511.0,,7,0.0,0.0,0.0
1892,主,机,主機,主机,5.0,16.0,28628.0,48902.0,137.0,7,0.0,0.0,0.0
1906,他,方,他方,他方,5.0,4.0,564477.0,52743.0,3.0,7,0.0,0.0,0.0
1911,他,乡,他鄉,他乡,5.0,12.0,564477.0,2509.0,13.0,7,0.0,0.0,0.0
1924,仙,人,仙人,仙人,5.0,2.0,1174.0,373292.0,31.0,6,0.0,0.0,0.0
1930,仙,游,仙遊,仙游,5.0,13.0,1174.0,12371.0,,6,0.0,0.0,0.0
1935,代,表,代表,代表,5.0,8.0,15142.0,31395.0,3586.0,10,0.0,0.0,0.0
1939,代,劳,代勞,代劳,5.0,12.0,15142.0,4575.0,22.0,10,0.0,0.0,0.0
1951,代,办,代辦,代办,5.0,16.0,15142.0,28706.0,4.0,10,0.0,0.0,0.0
1962,以,便,以便,以便,5.0,9.0,184508.0,13982.0,332.0,8,0.0,0.0,0.0
1971,充,公,充公,充公,5.0,4.0,4670.0,39292.0,24.0,3,0.0,0.0,0.0
1973,充,斥,充斥,充斥,5.0,5.0,4670.0,423.0,128.0,3,0.0,0.0,0.0
1974,充,任,充任,充任,5.0,6.0,4670.0,34349.0,,3,0.0,0.0,0.0
1985,充,电,充電,充电,5.0,13.0,4670.0,60278.0,191.0,3,0.0,0.0,0.0
2026,出,名,出名,出名,5.0,6.0,129404.0,43229.0,555.0,4,0.0,0.0,0.0
2029,出,血,出血,出血,5.0,6.0,129404.0,14874.0,266.0,4,0.0,0.0,0.0
2038,出,奇,出奇,出奇,5.0,8.0,129404.0,17952.0,93.0,4,0.0,0.0,0.0
2082,出,卖,出賣,出卖,5.0,15.0,129404.0,10993.0,737.0,4,0.0,0.0,0.0
2083,出,战,出戰,出战,5.0,16.0,129404.0,18511.0,46.0,4,0.0,0.0,0.0
2084,出,钱,出錢,出钱,5.0,16.0,129404.0,35222.0,,4,0.0,0.0,0.0
2085,出,头,出頭,出头,5.0,16.0,129404.0,49069.0,159.0,4,0.0,0.0,0.0
2093,出,让,出讓,出让,5.0,24.0,129404.0,125114.0,10.0,4,0.0,0.0,0.0
2099,功,力,功力,功力,5.0,2.0,9452.0,44859.0,28.0,12,0.0,0.0,0.0
2102,功,名,功名,功名,5.0,6.0,9452.0,43229.0,2.0,12,0.0,0.0,0.0
2138,加,添,加添,加添,5.0,11.0,38160.0,845.0,,13,0.0,0.0,0.0
2139,加,速,加速,加速,5.0,11.0,38160.0,6275.0,486.0,13,0.0,0.0,0.0
2150,加,数,加數,加数,5.0,15.0,38160.0,14754.0,,13,0.0,0.0,0.0
2159,包,庇,包庇,包庇,5.0,7.0,13742.0,418.0,64.0,5,0.0,0.0,0.0
2160,包,抄,包抄,包抄,5.0,7.0,13742.0,412.0,63.0,5,0.0,0.0,0.0
2164,包,起,包起,包起,5.0,10.0,13742.0,127575.0,,5,0.0,0.0,0.0
2166,包,扎,包紮,包扎,5.0,11.0,13742.0,2561.0,101.0,5,0.0,0.0,0.0
2172,包,裹,包裹,包裹,5.0,14.0,13742.0,869.0,601.0,5,0.0,0.0,0.0
2180,北,上,北上,北上,5.0,3.0,3768.0,236451.0,48.0,1,0.0,0.0,0.0
2188,北,极,北極,北极,5.0,13.0,3768.0,11391.0,169.0,1,0.0,0.0,0.0
2193,半,天,半天,半天,5.0,4.0,10910.0,127053.0,115.0,7,0.0,0.0,0.0
2199,半,夜,半夜,半夜,5.0,8.0,10910.0,9438.0,533.0,7,0.0,0.0,0.0
2207,半,饱,半飽,半饱,5.0,13.0,10910.0,744.0,,7,0.0,0.0,0.0
2212,半,边,半邊,半边,5.0,19.0,10910.0,30972.0,49.0,7,0.0,0.0,0.0
2214,占,卦,占卦,占卦,5.0,8.0,2291.0,512.0,,9,0.0,0.0,0.0
2221,去,世,去世,去世,5.0,5.0,232346.0,21566.0,1567.0,3,0.0,0.0,0.0
2222,去,皮,去皮,去皮,5.0,5.0,232346.0,9160.0,,3,0.0,0.0,0.0
2232,去,路,去路,去路,5.0,13.0,232346.0,23462.0,14.0,3,0.0,0.0,0.0
2237,古,代,古代,古代,5.0,5.0,6114.0,15142.0,196.0,7,0.0,0.0,0.0
2240,古,怪,古怪,古怪,5.0,8.0,6114.0,17328.0,918.0,7,0.0,0.0,0.0
2246,古,时,古時,古时,5.0,10.0,6114.0,162611.0,9.0,7,0.0,0.0,0.0
2249,古,瓷,古瓷,古瓷,5.0,11.0,6114.0,332.0,,7,0.0,0.0,0.0
2251,古,堡,古堡,古堡,5.0,12.0,6114.0,2722.0,11.0,7,0.0,0.0,0.0
2262,古,谚,古諺,古谚,5.0,16.0,6114.0,97.0,1.0,7,0.0,0.0,0.0
2265,古,籍,古籍,古籍,5.0,20.0,6114.0,357.0,4.0,7,0.0,0.0,0.0
2270,句,号,句號,句号,5.0,13.0,6640.0,21571.0,76.0,15,0.0,0.0,0.0
2293,只,管,只管,只管,5.0,14.0,117406.0,29106.0,60.0,11,0.0,0.0,0.0
2295,叫,名,叫名,叫名,5.0,6.0,41269.0,43229.0,,7,0.0,0.0,0.0
2303,叫,卖,叫賣,叫卖,5.0,15.0,41269.0,10993.0,21.0,7,0.0,0.0,0.0
2311,召,开,召開,召开,5.0,12.0,1546.0,126802.0,214.0,7,0.0,0.0,0.0
2323,可,恨,可恨,可恨,5.0,9.0,212670.0,4848.0,46.0,2,0.0,0.0,0.0
2325,可,耻,可恥,可耻,5.0,10.0,212670.0,1383.0,208.0,2,0.0,0.0,0.0
2329,可,喜,可喜,可喜,5.0,12.0,212670.0,54432.0,36.0,2,0.0,0.0,0.0
2345,台,阶,台階,台阶,5.0,12.0,13404.0,1535.0,257.0,4,0.0,0.0,0.0
2348,台,鉴,台鑒,台鉴,5.0,22.0,13404.0,1316.0,,4,0.0,0.0,0.0
2352,史,册,史冊,史册,5.0,5.0,8002.0,1372.0,60.0,7,0.0,0.0,0.0
2355,史,料,史料,史料,5.0,10.0,8002.0,8527.0,4.0,7,0.0,0.0,0.0
2374,右,边,右邊,右边,5.0,19.0,4783.0,30972.0,868.0,11,0.0,0.0,0.0
2377,司,长,司長,司长,5.0,8.0,15818.0,42596.0,11.0,12,0.0,0.0,0.0
2379,司,机,司機,司机,5.0,16.0,15818.0,48902.0,1550.0,12,0.0,0.0,0.0
2384,囚,徒,囚徒,囚徒,5.0,10.0,1119.0,3604.0,31.0,9,0.0,0.0,0.0
2388,四,角,四角,四角,5.0,7.0,13242.0,8735.0,,11,0.0,0.0,0.0
2393,四,处,四處,四处,5.0,11.0,13242.0,28742.0,744.0,11,0.0,0.0,0.0
2408,外,在,外在,外在,5.0,6.0,31747.0,546367.0,42.0,1,0.0,0.0,0.0
2410,外,行,外行,外行,5.0,6.0,31747.0,73109.0,84.0,1,0.0,0.0,0.0
2413,外,快,外快,外快,5.0,7.0,31747.0,72900.0,50.0,1,0.0,0.0,0.0
2414,外,来,外來,外来,5.0,8.0,31747.0,377902.0,141.0,1,0.0,0.0,0.0
2415,外,表,外表,外表,5.0,8.0,31747.0,31395.0,498.0,1,0.0,0.0,0.0
2420,外,科,外科,外科,5.0,9.0,31747.0,11967.0,736.0,1,0.0,0.0,0.0
2424,外,务,外務,外务,5.0,11.0,31747.0,13515.0,12.0,1,0.0,0.0,0.0
2425,外,商,外商,外商,5.0,11.0,31747.0,6928.0,,1,0.0,0.0,0.0
2432,外,痔,外痔,外痔,5.0,11.0,31747.0,46.0,,1,0.0,0.0,0.0
2436,外,景,外景,外景,5.0,12.0,31747.0,3764.0,30.0,1,0.0,0.0,0.0
2439,外,贸,外貿,外贸,5.0,12.0,31747.0,383.0,5.0,1,0.0,0.0,0.0
2448,外,币,外幣,外币,5.0,14.0,31747.0,1239.0,7.0,1,0.0,0.0,0.0
2453,外,敷,外敷,外敷,5.0,15.0,31747.0,245.0,1.0,1,0.0,0.0,0.0
2464,失,色,失色,失色,5.0,6.0,28189.0,21624.0,11.0,10,0.0,0.0,0.0
2465,失,血,失血,失血,5.0,6.0,28189.0,14874.0,182.0,10,0.0,0.0,0.0
2467,失,言,失言,失言,5.0,7.0,28189.0,13176.0,12.0,10,0.0,0.0,0.0
2470,失,事,失事,失事,5.0,8.0,28189.0,179716.0,136.0,10,0.0,0.0,0.0
2479,失,眠,失眠,失眠,5.0,10.0,28189.0,1508.0,138.0,10,0.0,0.0,0.0
2486,失,陪,失陪,失陪,5.0,11.0,28189.0,7005.0,1205.0,10,0.0,0.0,0.0
2492,失,势,失勢,失势,5.0,13.0,28189.0,4547.0,5.0,10,0.0,0.0,0.0
2493,失,意,失意,失意,5.0,13.0,28189.0,103354.0,47.0,10,0.0,0.0,0.0
2498,失,实,失實,失实,5.0,14.0,28189.0,57010.0,4.0,10,0.0,0.0,0.0
2500,失,算,失算,失算,5.0,14.0,28189.0,28149.0,6.0,10,0.0,0.0,0.0
2505,失,声,失聲,失声,5.0,17.0,28189.0,18258.0,32.0,10,0.0,0.0,0.0
2514,奴,化,奴化,奴化,5.0,4.0,1224.0,11248.0,,2,0.0,0.0,0.0
2518,奴,隶,奴隸,奴隶,5.0,17.0,1224.0,836.0,692.0,2,0.0,0.0,0.0
2526,孕,育,孕育,孕育,5.0,7.0,3253.0,3232.0,62.0,6,0.0,0.0,0.0
2528,孕,期,孕期,孕期,5.0,12.0,3253.0,18143.0,16.0,6,0.0,0.0,0.0
2533,左,手,左手,左手,5.0,4.0,5160.0,75608.0,347.0,2,0.0,0.0,0.0
2535,左,右,左右,左右,5.0,5.0,5160.0,4783.0,1144.0,2,0.0,0.0,0.0
2547,左,边,左邊,左边,5.0,19.0,5160.0,30972.0,1024.0,2,0.0,0.0,0.0
2558,巨,流,巨流,巨流,5.0,9.0,3124.0,11946.0,,15,0.0,0.0,0.0
2560,巨,商,巨商,巨商,5.0,11.0,3124.0,6928.0,,15,0.0,0.0,0.0
2561,巨,富,巨富,巨富,5.0,12.0,3124.0,4061.0,9.0,15,0.0,0.0,0.0
2562,巨,掌,巨掌,巨掌,5.0,12.0,3124.0,4370.0,,15,0.0,0.0,0.0
2563,巨,款,巨款,巨款,5.0,12.0,3124.0,3486.0,46.0,15,0.0,0.0,0.0
2567,巨,祸,巨禍,巨祸,5.0,14.0,3124.0,1751.0,,15,0.0,0.0,0.0
2572,巨,兽,巨獸,巨兽,5.0,19.0,3124.0,2168.0,,15,0.0,0.0,0.0
2575,市,民,市民,市民,5.0,5.0,10453.0,9468.0,426.0,29,0.0,0.0,0.0
2576,市,立,市立,市立,5.0,5.0,10453.0,10194.0,13.0,29,0.0,0.0,0.0
2581,市,郊,市郊,市郊,5.0,9.0,10453.0,431.0,30.0,29,0.0,0.0,0.0
2582,市,面,市面,市面,5.0,9.0,10453.0,67015.0,33.0,29,0.0,0.0,0.0
2584,市,区,市區,市区,5.0,11.0,10453.0,11770.0,312.0,29,0.0,0.0,0.0
2585,市,场,市場,市场,5.0,12.0,10453.0,34746.0,1078.0,29,0.0,0.0,0.0
2597,布,料,布料,布料,5.0,10.0,18253.0,8527.0,89.0,12,0.0,0.0,0.0
2599,布,商,布商,布商,5.0,11.0,18253.0,6928.0,,12,0.0,0.0,0.0
2607,平,分,平分,平分,5.0,4.0,14739.0,48396.0,103.0,11,0.0,0.0,0.0
2611,平,日,平日,平日,5.0,4.0,14739.0,23151.0,31.0,11,0.0,0.0,0.0
2614,平,生,平生,平生,5.0,5.0,14739.0,162725.0,22.0,11,0.0,0.0,0.0
2615,平,地,平地,平地,5.0,6.0,14739.0,78129.0,39.0,11,0.0,0.0,0.0
2619,平,和,平和,平和,5.0,8.0,14739.0,155937.0,94.0,11,0.0,0.0,0.0
2620,平,坦,平坦,平坦,5.0,8.0,14739.0,4880.0,34.0,11,0.0,0.0,0.0
2621,平,定,平定,平定,5.0,8.0,14739.0,81657.0,17.0,11,0.0,0.0,0.0
2626,平,时,平時,平时,5.0,10.0,14739.0,162611.0,644.0,11,0.0,0.0,0.0
2627,平,常,平常,平常,5.0,11.0,14739.0,46383.0,693.0,11,0.0,0.0,0.0
2628,平,庸,平庸,平庸,5.0,11.0,14739.0,378.0,98.0,11,0.0,0.0,0.0
2634,平,价,平價,平价,5.0,15.0,14739.0,8767.0,5.0,11,0.0,0.0,0.0
2640,平,稳,平穩,平稳,5.0,19.0,14739.0,2495.0,77.0,11,0.0,0.0,0.0
2641,幼,子,幼子,幼子,5.0,3.0,937.0,177693.0,7.0,11,0.0,0.0,0.0
2647,幼,时,幼時,幼时,5.0,10.0,937.0,162611.0,6.0,11,0.0,0.0,0.0
2650,幼,童,幼童,幼童,5.0,12.0,937.0,3421.0,58.0,11,0.0,0.0,0.0
2656,弘,大,弘大,弘大,5.0,3.0,323.0,135159.0,,8,0.0,0.0,0.0
2657,弘,扬,弘揚,弘扬,5.0,12.0,323.0,1414.0,2.0,8,0.0,0.0,0.0
2658,必,定,必定,必定,5.0,8.0,27960.0,81657.0,126.0,25,0.0,0.0,0.0
2662,必,然,必然,必然,5.0,12.0,27960.0,91514.0,173.0,25,0.0,0.0,0.0
2664,必,需,必需,必需,5.0,14.0,27960.0,46611.0,331.0,25,0.0,0.0,0.0
2672,打,包,打包,打包,5.0,5.0,79262.0,13742.0,382.0,1,0.0,0.0,0.0
2673,打,卡,打卡,打卡,5.0,5.0,79262.0,19536.0,,1,0.0,0.0,0.0
2675,打,尖,打尖,打尖,5.0,6.0,79262.0,2358.0,,1,0.0,0.0,0.0
2676,打,成,打成,打成,5.0,6.0,79262.0,61348.0,43.0,1,0.0,0.0,0.0
2677,打,死,打死,打死,5.0,6.0,79262.0,71256.0,,1,0.0,0.0,0.0
2700,打,从,打從,打从,5.0,11.0,79262.0,69789.0,,1,0.0,0.0,0.0
2710,打,发,打發,打发,5.0,12.0,79262.0,87630.0,284.0,1,0.0,0.0,0.0
2712,打,量,打量,打量,5.0,12.0,79262.0,12973.0,54.0,1,0.0,0.0,0.0
2714,打,伤,打傷,打伤,5.0,13.0,79262.0,22147.0,,1,0.0,0.0,0.0
2717,打,雷,打雷,打雷,5.0,13.0,79262.0,9848.0,31.0,1,0.0,0.0,0.0
2719,打,鼓,打鼓,打鼓,5.0,13.0,79262.0,2726.0,48.0,1,0.0,0.0,0.0
2741,扔,弃,扔棄,扔弃,5.0,11.0,5106.0,7845.0,,1,0.0,0.0,0.0
2743,斥,资,斥資,斥资,5.0,13.0,423.0,7880.0,2.0,7,0.0,0.0,0.0
2744,斥,骂,斥罵,斥骂,5.0,15.0,423.0,973.0,1.0,7,0.0,0.0,0.0
2748,未,来,未來,未来,5.0,8.0,11246.0,377902.0,3440.0,13,0.0,0.0,0.0
2750,未,知,未知,未知,5.0,8.0,11246.0,211542.0,302.0,13,0.0,0.0,0.0
2751,未,婚,未婚,未婚,5.0,11.0,11246.0,19494.0,116.0,13,0.0,0.0,0.0
2754,未,尝,未嘗,未尝,5.0,14.0,11246.0,4665.0,16.0,13,0.0,0.0,0.0
2755,未,满,未滿,未满,5.0,14.0,11246.0,11463.0,,13,0.0,0.0,0.0
2757,末,世,末世,末世,5.0,5.0,3773.0,21566.0,16.0,13,0.0,0.0,0.0
2762,末,期,末期,末期,5.0,12.0,3773.0,18143.0,33.0,13,0.0,0.0,0.0
2767,本,分,本分,本分,5.0,4.0,41063.0,48396.0,50.0,2,0.0,0.0,0.0
2769,本,月,本月,本月,5.0,4.0,41063.0,16675.0,78.0,2,0.0,0.0,0.0
2777,本,身,本身,本身,5.0,7.0,41063.0,38760.0,693.0,2,0.0,0.0,0.0
2778,本,事,本事,本事,5.0,8.0,41063.0,179716.0,509.0,2,0.0,0.0,0.0
2779,本,来,本來,本来,5.0,8.0,41063.0,377902.0,4415.0,2,0.0,0.0,0.0
2780,本,性,本性,本性,5.0,8.0,41063.0,28102.0,296.0,2,0.0,0.0,0.0
2781,本,金,本金,本金,5.0,8.0,41063.0,19210.0,7.0,2,0.0,0.0,0.0
2782,本,科,本科,本科,5.0,9.0,41063.0,11967.0,17.0,2,0.0,0.0,0.0
2785,本,能,本能,本能,5.0,10.0,41063.0,241617.0,349.0,2,0.0,0.0,0.0
2787,本,埠,本埠,本埠,5.0,11.0,41063.0,6.0,,2,0.0,0.0,0.0
2790,本,报,本報,本报,5.0,12.0,41063.0,21904.0,5.0,2,0.0,0.0,0.0
2792,本,业,本業,本业,5.0,13.0,41063.0,13928.0,,2,0.0,0.0,0.0
2800,正,中,正中,正中,5.0,4.0,57215.0,69745.0,143.0,5,0.0,0.0,0.0
2801,正,午,正午,正午,5.0,4.0,57215.0,8167.0,54.0,5,0.0,0.0,0.0
2807,正,北,正北,正北,5.0,5.0,57215.0,3768.0,2.0,5,0.0,0.0,0.0
2808,正,史,正史,正史,5.0,5.0,57215.0,8002.0,,5,0.0,0.0,0.0
2809,正,本,正本,正本,5.0,5.0,57215.0,41063.0,3.0,5,0.0,0.0,0.0
2816,正,东,正東,正东,5.0,8.0,57215.0,44037.0,9.0,5,0.0,0.0,0.0
2817,正,法,正法,正法,5.0,8.0,57215.0,60750.0,15.0,5,0.0,0.0,0.0
2818,正,直,正直,正直,5.0,8.0,57215.0,46163.0,323.0,5,0.0,0.0,0.0
2823,正,面,正面,正面,5.0,9.0,57215.0,67015.0,294.0,5,0.0,0.0,0.0
2824,正,音,正音,正音,5.0,9.0,57215.0,18229.0,1.0,5,0.0,0.0,0.0
2829,正,规,正規,正规,5.0,11.0,57215.0,7030.0,107.0,5,0.0,0.0,0.0
2832,正,视,正視,正视,5.0,11.0,57215.0,15581.0,79.0,5,0.0,0.0,0.0
2837,正,当,正當,正当,5.0,13.0,57215.0,80228.0,404.0,5,0.0,0.0,0.0
2839,正,义,正義,正义,5.0,13.0,57215.0,9488.0,823.0,5,0.0,0.0,0.0
