,Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-raw-W,HD-1,HD-2,Num-neighbor-1,Num-neighbor-2
73,人,身,人身,人身,2.0,7.0,373292.0,38760.0,189.0,5,0.0,0.0,0.0
74,人,事,人事,人事,2.0,8.0,373292.0,179716.0,112.0,5,0.0,0.0,0.0
75,人,命,人命,人命,2.0,8.0,373292.0,25014.0,178.0,5,0.0,0.0,0.0
76,人,性,人性,人性,2.0,8.0,373292.0,28102.0,373.0,5,0.0,0.0,0.0
77,人,物,人物,人物,2.0,8.0,373292.0,30079.0,2014.0,5,0.0,0.0,0.0
78,人,品,人品,人品,2.0,9.0,373292.0,14318.0,64.0,5,0.0,0.0,0.0
79,人,流,人流,人流,2.0,9.0,373292.0,11946.0,32.0,5,0.0,0.0,0.0
80,人,为,人為,人为,2.0,9.0,373292.0,249231.0,80.0,5,0.0,0.0,0.0
81,人,们,人們,人们,2.0,10.0,373292.0,701754.0,7990.0,5,0.0,0.0,0.0
82,人,员,人員,人员,2.0,10.0,373292.0,29907.0,2781.0,5,0.0,0.0,0.0
83,人,家,人家,人家,2.0,10.0,373292.0,112387.0,1027.0,5,0.0,0.0,0.0
84,人,格,人格,人格,2.0,10.0,373292.0,19477.0,362.0,5,0.0,0.0,0.0
85,人,马,人馬,人马,2.0,10.0,373292.0,34892.0,129.0,5,0.0,0.0,0.0
86,人,参,人參,人参,2.0,11.0,373292.0,13574.0,30.0,5,0.0,0.0,0.0
87,人,情,人情,人情,2.0,11.0,373292.0,69279.0,207.0,5,0.0,0.0,0.0
88,人,造,人造,人造,2.0,11.0,373292.0,11461.0,186.0,5,0.0,0.0,0.0
89,人,间,人間,人间,2.0,12.0,373292.0,60047.0,350.0,5,0.0,0.0,0.0
90,人,猿,人猿,人猿,2.0,13.0,373292.0,188.0,26.0,5,0.0,0.0,0.0
91,人,瑞,人瑞,人瑞,2.0,13.0,373292.0,7937.0,,5,0.0,0.0,0.0
92,人,群,人群,人群,2.0,13.0,373292.0,4880.0,622.0,5,0.0,0.0,0.0
93,人,道,人道,人道,2.0,13.0,373292.0,230531.0,86.0,5,0.0,0.0,0.0
94,人,种,人種,人种,2.0,14.0,373292.0,42396.0,84.0,5,0.0,0.0,0.0
95,人,称,人稱,人称,2.0,14.0,373292.0,6188.0,41.0,5,0.0,0.0,0.0
96,人,际,人際,人际,2.0,14.0,373292.0,7355.0,29.0,5,0.0,0.0,0.0
97,人,影,人影,人影,2.0,15.0,373292.0,16924.0,56.0,5,0.0,0.0,0.0
98,人,数,人數,人数,2.0,15.0,373292.0,14754.0,448.0,5,0.0,0.0,0.0
99,人,潮,人潮,人潮,2.0,15.0,373292.0,1485.0,,5,0.0,0.0,0.0
100,人,缘,人緣,人缘,2.0,15.0,373292.0,1650.0,51.0,5,0.0,0.0,0.0
101,人,质,人質,人质,2.0,15.0,373292.0,5831.0,1014.0,5,0.0,0.0,0.0
102,人,选,人選,人选,2.0,16.0,373292.0,25419.0,609.0,5,0.0,0.0,0.0
103,人,证,人證,人证,2.0,19.0,373292.0,30165.0,19.0,5,0.0,0.0,0.0
104,人,类,人類,人类,2.0,19.0,373292.0,11326.0,3857.0,5,0.0,0.0,0.0
105,人,权,人權,人权,2.0,22.0,373292.0,10283.0,166.0,5,0.0,0.0,0.0
106,人,体,人體,人体,2.0,23.0,373292.0,26590.0,484.0,5,0.0,0.0,0.0
107,入,口,入口,入口,2.0,3.0,24269.0,21385.0,528.0,4,0.0,0.0,0.0
108,入,手,入手,入手,2.0,4.0,24269.0,75608.0,104.0,4,0.0,0.0,0.0
109,入,世,入世,入世,2.0,5.0,24269.0,21566.0,8.0,4,0.0,0.0,0.0
110,入,主,入主,入主,2.0,5.0,24269.0,28628.0,23.0,4,0.0,0.0,0.0
111,入,冬,入冬,入冬,2.0,5.0,24269.0,1099.0,2.0,4,0.0,0.0,0.0
112,入,伍,入伍,入伍,2.0,6.0,24269.0,3454.0,116.0,4,0.0,0.0,0.0
113,入,伙,入伙,入伙,2.0,6.0,24269.0,37637.0,149.0,4,0.0,0.0,0.0
114,入,定,入定,入定,2.0,8.0,24269.0,81657.0,9.0,4,0.0,0.0,0.0
115,入,股,入股,入股,2.0,8.0,24269.0,5724.0,8.0,4,0.0,0.0,0.0
116,入,门,入門,入门,2.0,8.0,24269.0,25908.0,48.0,4,0.0,0.0,0.0
117,入,侵,入侵,入侵,2.0,9.0,24269.0,2205.0,674.0,4,0.0,0.0,0.0
118,入,城,入城,入城,2.0,9.0,24269.0,10406.0,,4,0.0,0.0,0.0
119,入,流,入流,入流,2.0,9.0,24269.0,11946.0,,4,0.0,0.0,0.0
120,入,席,入席,入席,2.0,10.0,24269.0,3105.0,18.0,4,0.0,0.0,0.0
121,入,座,入座,入座,2.0,10.0,24269.0,5753.0,34.0,4,0.0,0.0,0.0
122,入,时,入時,入时,2.0,10.0,24269.0,162611.0,7.0,4,0.0,0.0,0.0
123,入,神,入神,入神,2.0,10.0,24269.0,22077.0,10.0,4,0.0,0.0,0.0
124,入,迷,入迷,入迷,2.0,10.0,24269.0,8172.0,32.0,4,0.0,0.0,0.0
125,入,院,入院,入院,2.0,10.0,24269.0,13564.0,87.0,4,0.0,0.0,0.0
126,入,眼,入眼,入眼,2.0,11.0,24269.0,19247.0,2.0,4,0.0,0.0,0.0
127,入,围,入圍,入围,2.0,12.0,24269.0,5906.0,48.0,4,0.0,0.0,0.0
128,入,场,入場,入场,2.0,12.0,24269.0,34746.0,104.0,4,0.0,0.0,0.0
129,入,会,入會,入会,2.0,13.0,24269.0,321488.0,60.0,4,0.0,0.0,0.0
130,入,境,入境,入境,2.0,14.0,24269.0,4514.0,89.0,4,0.0,0.0,0.0
131,入,狱,入獄,入狱,2.0,14.0,24269.0,8440.0,246.0,4,0.0,0.0,0.0
132,入,睡,入睡,入睡,2.0,14.0,24269.0,14599.0,238.0,4,0.0,0.0,0.0
133,入,账,入賬,入账,2.0,15.0,24269.0,1953.0,13.0,4,0.0,0.0,0.0
134,入,学,入學,入学,2.0,16.0,24269.0,41964.0,150.0,4,0.0,0.0,0.0
135,入,选,入選,入选,2.0,16.0,24269.0,25419.0,122.0,4,0.0,0.0,0.0
136,入,殓,入殮,入殓,2.0,17.0,24269.0,7.0,2.0,4,0.0,0.0,0.0
137,入,营,入營,入营,2.0,17.0,24269.0,4472.0,,4,0.0,0.0,0.0
138,入,声,入聲,入声,2.0,17.0,24269.0,18258.0,,4,0.0,0.0,0.0
139,入,籍,入籍,入籍,2.0,20.0,24269.0,357.0,8.0,4,0.0,0.0,0.0
140,入,党,入黨,入党,2.0,20.0,24269.0,1985.0,,4,0.0,0.0,0.0
141,八,字,八字,八字,2.0,6.0,6222.0,22743.0,17.0,7,0.0,0.0,0.0
142,八,成,八成,八成,2.0,6.0,6222.0,61348.0,6.0,7,0.0,0.0,0.0
143,八,卦,八卦,八卦,2.0,8.0,6222.0,512.0,468.0,7,0.0,0.0,0.0
144,刀,刃,刀刃,刀刃,2.0,3.0,4999.0,265.0,64.0,1,0.0,0.0,0.0
145,刀,叉,刀叉,刀叉,2.0,3.0,4999.0,906.0,25.0,1,0.0,0.0,0.0
146,刀,口,刀口,刀口,2.0,3.0,4999.0,21385.0,24.0,1,0.0,0.0,0.0
147,刀,子,刀子,刀子,2.0,3.0,4999.0,177693.0,351.0,1,0.0,0.0,0.0
148,刀,片,刀片,刀片,2.0,4.0,4999.0,21431.0,78.0,1,0.0,0.0,0.0
149,刀,尖,刀尖,刀尖,2.0,6.0,4999.0,2358.0,15.0,1,0.0,0.0,0.0
150,刀,具,刀具,刀具,2.0,8.0,4999.0,8138.0,30.0,1,0.0,0.0,0.0
151,刀,柄,刀柄,刀柄,2.0,9.0,4999.0,536.0,29.0,1,0.0,0.0,0.0
152,刀,疤,刀疤,刀疤,2.0,9.0,4999.0,689.0,,1,0.0,0.0,0.0
153,刀,背,刀背,刀背,2.0,9.0,4999.0,7930.0,2.0,1,0.0,0.0,0.0
154,刀,面,刀面,刀面,2.0,9.0,4999.0,67015.0,,1,0.0,0.0,0.0
155,刀,痕,刀痕,刀痕,2.0,11.0,4999.0,2316.0,3.0,1,0.0,0.0,0.0
156,刀,伤,刀傷,刀伤,2.0,13.0,4999.0,22147.0,64.0,1,0.0,0.0,0.0
157,刀,枪,刀槍,刀枪,2.0,14.0,4999.0,21732.0,12.0,1,0.0,0.0,0.0
158,刀,剑,刀劍,刀剑,2.0,15.0,4999.0,1538.0,6.0,1,0.0,0.0,0.0
159,刀,锋,刀鋒,刀锋,2.0,15.0,4999.0,838.0,110.0,1,0.0,0.0,0.0
160,刁,民,刁民,刁民,2.0,5.0,77.0,9468.0,2.0,6,0.0,0.0,0.0
161,刁,难,刁難,刁难,2.0,19.0,77.0,31433.0,39.0,6,0.0,0.0,0.0
162,刁,蛮,刁蠻,刁蛮,2.0,25.0,77.0,1188.0,,6,0.0,0.0,0.0
163,刁,钻,刁鑽,刁钻,2.0,27.0,77.0,2373.0,9.0,6,0.0,0.0,0.0
164,力,求,力求,力求,2.0,7.0,44859.0,22773.0,29.0,23,0.0,0.0,0.0
165,力,度,力度,力度,2.0,9.0,44859.0,17384.0,88.0,23,0.0,0.0,0.0
166,力,气,力氣,力气,2.0,10.0,44859.0,28334.0,532.0,23,0.0,0.0,0.0
167,力,量,力量,力量,2.0,12.0,44859.0,12973.0,3150.0,23,0.0,0.0,0.0
168,力,学,力學,力学,2.0,16.0,44859.0,41964.0,9.0,23,0.0,0.0,0.0
169,力,战,力戰,力战,2.0,16.0,44859.0,18511.0,3.0,23,0.0,0.0,0.0
170,力,荐,力薦,力荐,2.0,17.0,44859.0,763.0,,23,0.0,0.0,0.0
171,力,劝,力勸,力劝,2.0,20.0,44859.0,871.0,,23,0.0,0.0,0.0
172,匕,首,匕首,匕首,2.0,9.0,131.0,12927.0,131.0,,0.0,0.0,0.0
173,十,分,十分,十分,2.0,4.0,14731.0,48396.0,1900.0,10,0.0,0.0,0.0
174,十,字,十字,十字,2.0,6.0,14731.0,22743.0,152.0,10,0.0,0.0,0.0
175,十,成,十成,十成,2.0,6.0,14731.0,61348.0,,10,0.0,0.0,0.0
176,十,足,十足,十足,2.0,7.0,14731.0,8917.0,388.0,10,0.0,0.0,0.0
177,十,岁,十歲,十岁,2.0,13.0,14731.0,12744.0,,10,0.0,0.0,0.0
178,十,诫,十誡,十诫,2.0,14.0,14731.0,159.0,,10,0.0,0.0,0.0
179,卜,卦,卜卦,卜卦,2.0,8.0,662.0,512.0,,5,0.0,0.0,0.0
180,丈,夫,丈夫,丈夫,3.0,4.0,6238.0,23767.0,6115.0,8,0.0,0.0,0.0
181,三,思,三思,三思,3.0,9.0,26275.0,34855.0,2.0,2,0.0,0.0,0.0
182,上,山,上山,上山,3.0,3.0,236451.0,8779.0,74.0,4,0.0,0.0,0.0
183,上,升,上升,上升,3.0,4.0,236451.0,4362.0,446.0,4,0.0,0.0,0.0
184,上,午,上午,上午,3.0,4.0,236451.0,8167.0,595.0,4,0.0,0.0,0.0
185,上,天,上天,上天,3.0,4.0,236451.0,127053.0,131.0,4,0.0,0.0,0.0
186,上,心,上心,上心,3.0,4.0,236451.0,83418.0,35.0,4,0.0,0.0,0.0
187,上,手,上手,上手,3.0,4.0,236451.0,75608.0,59.0,4,0.0,0.0,0.0
188,上,方,上方,上方,3.0,4.0,236451.0,52743.0,161.0,4,0.0,0.0,0.0
189,上,去,上去,上去,3.0,5.0,236451.0,232346.0,1973.0,4,0.0,0.0,0.0
190,上,台,上台,上台,3.0,5.0,236451.0,13404.0,493.0,4,0.0,0.0,0.0
191,上,司,上司,上司,3.0,5.0,236451.0,15818.0,661.0,4,0.0,0.0,0.0
192,上,市,上市,上市,3.0,5.0,236451.0,10453.0,120.0,4.0,0.0,0.0,0.0
193,上,任,上任,上任,3.0,6.0,236451.0,34349.0,89.0,4.0,0.0,0.0,0.0
194,上,吊,上吊,上吊,3.0,6.0,236451.0,1272.0,123.0,4,0.0,0.0,0.0
195,上,旬,上旬,上旬,3.0,6.0,236451.0,46.0,1.0,4,0.0,0.0,0.0
196,上,次,上次,上次,3.0,6.0,236451.0,58108.0,1672.0,4,0.0,0.0,0.0
197,上,色,上色,上色,3.0,6.0,236451.0,21624.0,30.0,4.0,0.0,0.0,0.0
198,上,衣,上衣,上衣,3.0,6.0,236451.0,14941.0,373.0,4,0.0,0.0,0.0
199,上,床,上床,上床,3.0,7.0,236451.0,8706.0,,4,0.0,0.0,0.0
200,上,身,上身,上身,3.0,7.0,236451.0,38760.0,165.0,4,0.0,0.0,0.0
201,上,车,上車,上车,3.0,7.0,236451.0,55587.0,557.0,4,0.0,0.0,0.0
202,上,京,上京,上京,3.0,8.0,236451.0,1329.0,,4,0.0,0.0,0.0
203,上,来,上來,上来,3.0,8.0,236451.0,377902.0,522.0,4,0.0,0.0,0.0
204,上,周,上周,上周,3.0,8.0,236451.0,21092.0,1552.0,4,0.0,0.0,0.0
205,上,岸,上岸,上岸,3.0,8.0,236451.0,1693.0,51.0,4,0.0,0.0,0.0
206,上,升,上昇,上升,3.0,8.0,236451.0,4362.0,446.0,4,0.0,0.0,0.0
207,上,空,上空,上空,3.0,8.0,236451.0,15517.0,178.0,4,0.0,0.0,0.0
208,上,门,上門,上门,3.0,8.0,236451.0,25908.0,440.0,4,0.0,0.0,0.0
209,上,前,上前,上前,3.0,9.0,236451.0,75236.0,103.0,4,0.0,0.0,0.0
210,上,品,上品,上品,3.0,9.0,236451.0,14318.0,7.0,4,0.0,0.0,0.0
211,上,帝,上帝,上帝,3.0,9.0,236451.0,15988.0,14605.0,4,0.0,0.0,0.0
212,上,映,上映,上映,3.0,9.0,236451.0,931.0,134.0,4,0.0,0.0,0.0
213,上,流,上流,上流,3.0,9.0,236451.0,11946.0,105.0,4,0.0,0.0,0.0
214,上,述,上述,上述,3.0,9.0,236451.0,2432.0,52.0,4,0.0,0.0,0.0
215,上,限,上限,上限,3.0,9.0,236451.0,3137.0,39.0,4,0.0,0.0,0.0
216,上,面,上面,上面,3.0,9.0,236451.0,67015.0,5363.0,4,0.0,0.0,0.0
217,上,风,上風,上风,3.0,9.0,236451.0,13301.0,62.0,4,0.0,0.0,0.0
218,上,香,上香,上香,3.0,9.0,236451.0,5724.0,,4,0.0,0.0,0.0
219,上,乘,上乘,上乘,3.0,10.0,236451.0,2310.0,16.0,4,0.0,0.0,0.0
220,上,校,上校,上校,3.0,10.0,236451.0,13122.0,1395.0,4,0.0,0.0,0.0
221,上,班,上班,上班,3.0,10.0,236451.0,11120.0,2221.0,4,0.0,0.0,0.0
222,上,级,上級,上级,3.0,10.0,236451.0,9893.0,265.0,4,0.0,0.0,0.0
223,上,阵,上陣,上阵,3.0,10.0,236451.0,2429.0,71.0,4,0.0,0.0,0.0
224,上,将,上將,上将,3.0,11.0,236451.0,30460.0,178.0,4,0.0,0.0,0.0
225,上,尉,上尉,上尉,3.0,11.0,236451.0,2212.0,1175.0,4,0.0,0.0,0.0
226,上,船,上船,上船,3.0,11.0,236451.0,9979.0,,4,0.0,0.0,0.0
227,上,报,上報,上报,3.0,12.0,236451.0,21904.0,148.0,4,0.0,0.0,0.0
228,上,场,上場,上场,3.0,12.0,236451.0,34746.0,648.0,4.0,0.0,0.0,0.0
229,上,扬,上揚,上扬,3.0,12.0,236451.0,1414.0,13.0,4,0.0,0.0,0.0
230,上,朝,上朝,上朝,3.0,12.0,236451.0,3629.0,4.0,4,0.0,0.0,0.0
231,上,款,上款,上款,3.0,12.0,236451.0,3486.0,1.0,4,0.0,0.0,0.0
232,上,游,上游,上游,3.0,12.0,236451.0,12371.0,69.0,4,0.0,0.0,0.0
233,上,等,上等,上等,3.0,12.0,236451.0,71184.0,110.0,4,0.0,0.0,0.0
234,上,策,上策,上策,3.0,12.0,236451.0,2376.0,26.0,4,0.0,0.0,0.0
235,上,街,上街,上街,3.0,12.0,236451.0,8599.0,113.0,4,0.0,0.0,0.0
236,上,诉,上訴,上诉,3.0,12.0,236451.0,65753.0,310.0,4.0,0.0,0.0,0.0
237,上,进,上進,上进,3.0,12.0,236451.0,55676.0,30.0,4,0.0,0.0,0.0
238,上,集,上集,上集,3.0,12.0,236451.0,11403.0,59.0,4,0.0,0.0,0.0
239,上,当,上當,上当,3.0,13.0,236451.0,80228.0,139.0,4,0.0,0.0,0.0
240,上,路,上路,上路,3.0,13.0,236451.0,23462.0,287.0,4,0.0,0.0,0.0
241,上,榜,上榜,上榜,3.0,14.0,236451.0,591.0,,4,0.0,0.0,0.0
242,上,演,上演,上演,3.0,14.0,236451.0,23373.0,403.0,4,0.0,0.0,0.0
243,上,涨,上漲,上涨,3.0,14.0,236451.0,519.0,64.0,4,0.0,0.0,0.0
244,上,宾,上賓,上宾,3.0,14.0,236451.0,2536.0,7.0,4,0.0,0.0,0.0
245,上,层,上層,上层,3.0,15.0,236451.0,3807.0,129.0,4,0.0,0.0,0.0
246,上,楼,上樓,上楼,3.0,15.0,236451.0,9176.0,237.0,4,0.0,0.0,0.0
247,上,课,上課,上课,3.0,15.0,236451.0,5285.0,815.0,4,0.0,0.0,0.0
248,上,学,上學,上学,3.0,16.0,236451.0,41964.0,1241.0,4,0.0,0.0,0.0
249,上,头,上頭,上头,3.0,16.0,236451.0,49069.0,200.0,4,0.0,0.0,0.0
250,上,联,上聯,上联,3.0,17.0,236451.0,14117.0,,4,0.0,0.0,0.0
251,上,锁,上鎖,上锁,3.0,18.0,236451.0,4940.0,,4,0.0,0.0,0.0
252,上,颚,上顎,上颚,3.0,18.0,236451.0,106.0,12.0,4,0.0,0.0,0.0
253,上,边,上邊,上边,3.0,19.0,236451.0,30972.0,110.0,4,0.0,0.0,0.0
254,上,瘾,上癮,上瘾,3.0,22.0,236451.0,1372.0,315.0,4,0.0,0.0,0.0
255,下,人,下人,下人,3.0,2.0,153565.0,373292.0,13.0,4,0.0,0.0,0.0
256,下,凡,下凡,下凡,3.0,3.0,153565.0,1875.0,28.0,4,0.0,0.0,0.0
257,下,山,下山,下山,3.0,3.0,153565.0,8779.0,33.0,4,0.0,0.0,0.0
258,下,工,下工,下工,3.0,3.0,153565.0,44548.0,2.0,4,0.0,0.0,0.0
259,下,午,下午,下午,3.0,4.0,153565.0,8167.0,2928.0,4,0.0,0.0,0.0
260,下,巴,下巴,下巴,3.0,4.0,153565.0,14445.0,392.0,4,0.0,0.0,0.0
261,下,手,下手,下手,3.0,4.0,153565.0,75608.0,679.0,4,0.0,0.0,0.0
262,下,文,下文,下文,3.0,4.0,153565.0,14196.0,18.0,4,0.0,0.0,0.0
263,下,方,下方,下方,3.0,4.0,153565.0,52743.0,106.0,4,0.0,0.0,0.0
264,下,水,下水,下水,3.0,4.0,153565.0,21793.0,108.0,4,0.0,0.0,0.0
265,下,令,下令,下令,3.0,5.0,153565.0,12327.0,291.0,4,0.0,0.0,0.0
266,下,册,下冊,下册,3.0,5.0,153565.0,1372.0,,4.0,0.0,0.0,0.0
267,下,去,下去,下去,3.0,5.0,153565.0,232346.0,7767.0,4,0.0,0.0,0.0
268,下,台,下台,下台,3.0,5.0,153565.0,13404.0,112.0,4,0.0,0.0,0.0
269,下,列,下列,下列,3.0,6.0,153565.0,4646.0,21.0,4,0.0,0.0,0.0
270,下,旬,下旬,下旬,3.0,6.0,153565.0,46.0,5.0,4,0.0,0.0,0.0
271,下,次,下次,下次,3.0,6.0,153565.0,58108.0,2248.0,4,0.0,0.0,0.0
272,下,床,下床,下床,3.0,7.0,153565.0,8706.0,,4,0.0,0.0,0.0
273,下,身,下身,下身,3.0,7.0,153565.0,38760.0,63.0,4,0.0,0.0,0.0
274,下,车,下車,下车,3.0,7.0,153565.0,55587.0,257.0,4,0.0,0.0,0.0
275,下,来,下來,下来,3.0,8.0,153565.0,377902.0,12748.0,4,0.0,0.0,0.0
276,下,周,下周,下周,3.0,8.0,153565.0,21092.0,,4,0.0,0.0,0.0
277,下,坡,下坡,下坡,3.0,8.0,153565.0,510.0,28.0,4,0.0,0.0,0.0
278,下,放,下放,下放,3.0,8.0,153565.0,46528.0,22.0,4,0.0,0.0,0.0
279,下,注,下注,下注,3.0,8.0,153565.0,15259.0,,4,0.0,0.0,0.0
280,下,肢,下肢,下肢,3.0,8.0,153565.0,615.0,26.0,4,0.0,0.0,0.0
281,下,雨,下雨,下雨,3.0,8.0,153565.0,3189.0,250.0,4,0.0,0.0,0.0
