,Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-raw-W,HD-1,HD-2,Num-neighbor-1,Num-neighbor-2
2347,台,端,台端,台端,5.0,14.0,13404.0,2113.0,,4.0,1.0,219.0,277.0
2349,叱,责,叱責,叱责,5.0,11.0,14.0,10100.0,2.0,7.0,6.0,306.0,217.0
2356,史,书,史書,史书,5.0,10.0,8002.0,13360.0,7.0,7.0,12.0,262.0,278.0
2360,史,学,史學,史学,5.0,16.0,8002.0,41964.0,6.0,7.0,1.0,262.0,220.0
2364,右,方,右方,右方,5.0,4.0,4783.0,52743.0,21.0,11.0,4.0,306.0,278.0
2369,右,倾,右傾,右倾,5.0,13.0,4783.0,1781.0,3.0,11.0,9.0,306.0,278.0
2374,右,边,右邊,右边,5.0,19.0,4783.0,30972.0,868.0,11.0,5.0,306.0,277.0
2376,司,法,司法,司法,5.0,8.0,15818.0,60750.0,380.0,12.0,2.0,277.0,261.0
2377,司,长,司長,司长,5.0,8.0,15818.0,42596.0,11.0,12.0,2.0,277.0,261.0
2379,司,机,司機,司机,5.0,16.0,15818.0,48902.0,1550.0,12.0,22.0,277.0,278.0
2387,四,出,四出,四出,5.0,5.0,13242.0,129404.0,,11.0,4.0,305.0,278.0
2391,四,肢,四肢,四肢,5.0,8.0,13242.0,615.0,115.0,11.0,11.0,305.0,278.0
2393,四,处,四處,四处,5.0,11.0,13242.0,28742.0,744.0,11.0,4.0,305.0,306.0
2407,外,因,外因,外因,5.0,6.0,31747.0,77540.0,2.0,1.0,7.0,304.0,278.0
2411,外,衣,外衣,外衣,5.0,6.0,31747.0,14941.0,156.0,1.0,10.0,304.0,278.0
2416,外,型,外型,外型,5.0,9.0,31747.0,7502.0,,1.0,5.0,304.0,220.0
2417,外,界,外界,外界,5.0,9.0,31747.0,15995.0,219.0,1.0,8.0,304.0,306.0
2420,外,科,外科,外科,5.0,9.0,31747.0,11967.0,736.0,1.0,11.0,304.0,278.0
2423,外,孙,外孫,外孙,5.0,10.0,31747.0,1239.0,68.0,1.0,2.0,304.0,277.0
2425,外,商,外商,外商,5.0,11.0,31747.0,6928.0,,1.0,4.0,304.0,277.0
2428,外,婆,外婆,外婆,5.0,11.0,31747.0,5323.0,486.0,1.0,3.0,304.0,220.0
2437,外,壳,外殼,外壳,5.0,12.0,31747.0,1002.0,91.0,1.0,2.0,304.0,220.0
2442,外,债,外債,外债,5.0,13.0,31747.0,1180.0,3.0,1.0,2.0,304.0,305.0
2445,外,号,外號,外号,5.0,13.0,31747.0,21571.0,155.0,1.0,8.0,304.0,304.0
2446,外,资,外資,外资,5.0,13.0,31747.0,7880.0,1.0,1.0,13.0,304.0,277.0
2447,外,遇,外遇,外遇,5.0,13.0,31747.0,8029.0,474.0,1.0,42.0,304.0,276.0
2448,外,币,外幣,外币,5.0,14.0,31747.0,1239.0,7.0,1.0,25.0,304.0,306.0
2449,外,语,外語,外语,5.0,14.0,31747.0,10813.0,60.0,1.0,9.0,304.0,260.0
2454,外,销,外銷,外销,5.0,15.0,31747.0,3241.0,2.0,1.0,15.0,304.0,277.0
2467,失,言,失言,失言,5.0,7.0,28189.0,13176.0,12.0,10.0,14.0,278.0,220.0
2470,失,事,失事,失事,5.0,8.0,28189.0,179716.0,136.0,10.0,29.0,278.0,306.0
2479,失,眠,失眠,失眠,5.0,10.0,28189.0,1508.0,138.0,10.0,3.0,278.0,219.0
2484,失,败,失敗,失败,5.0,11.0,28189.0,6462.0,2590.0,10.0,4.0,278.0,306.0
2485,失,望,失望,失望,5.0,11.0,28189.0,36791.0,2734.0,10.0,4.0,278.0,305.0
2493,失,意,失意,失意,5.0,13.0,28189.0,103354.0,47.0,10.0,37.0,278.0,306.0
2504,失,聪,失聰,失聪,5.0,17.0,28189.0,5073.0,25.0,10.0,5.0,278.0,276.0
2509,失,宠,失寵,失宠,5.0,19.0,28189.0,1199.0,4.0,10.0,1.0,278.0,261.0
2510,失,恋,失戀,失恋,5.0,23.0,28189.0,6628.0,60.0,10.0,7.0,278.0,305.0
2515,奴,役,奴役,奴役,5.0,7.0,1224.0,1022.0,76.0,2.0,37.0,219.0,306.0
2521,奶,粉,奶粉,奶粉,5.0,10.0,8037.0,3634.0,28.0,4.0,1.0,260.0,262.0
2527,孕,妇,孕婦,孕妇,5.0,11.0,3253.0,3850.0,179.0,6.0,16.0,305.0,306.0
2536,左,肋,左肋,左肋,5.0,6.0,5160.0,405.0,,2.0,4.0,260.0,304.0
2542,左,脚,左腳,左脚,5.0,13.0,5160.0,7454.0,54.0,2.0,11.0,260.0,261.0
